round,institute,program,quota,category,opening_rank,closing_rank
Round 2,Govt. College of Engineering & Textile Technology,Information Technology,Home State,Tuition Fee Waiver,7337,7337
Round 2,Govt. College of Engineering & Textile Technology,Computer Science & Engineering,Home State,OBC - A,14360,15540
Round 2,Govt. College of Engineering & Textile Technology,Computer Science & Engineering,Home State,OBC - B,6211,6233
Round 2,Govt. College of Engineering & Textile Technology,Computer Science & Engineering,Home State,EWS,12237,13967
Round 2,Govt. College of Engineering & Textile Technology,Computer Science & Engineering,Home State,Open,5177,5700
Round 2,Govt. College of Engineering & Textile Technology,Computer Science & Engineering,Home State,Open (PwD),57269,75234
Round 2,Govt. College of Engineering & Textile Technology,Computer Science & Engineering,Home State,SC,13685,16196
Round 2,Govt. College of Engineering & Textile Technology,Computer Science & Engineering,Home State,ST,56333,62891
Round 2,Govt. College of Engineering & Textile Technology,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,4647,4647
Round 2,Govt. College of Engineering & Textile Technology,Textile Technology,Home State,OBC - A,28591,34447
Round 2,Govt. College of Engineering & Textile Technology,Textile Technology,Home State,OBC - B,16785,19280
Round 2,Govt. College of Engineering & Textile Technology,Textile Technology,Home State,EWS,36115,51998
Round 2,Govt. College of Engineering & Textile Technology,Textile Technology,Home State,Open,9331,16617
Round 2,Govt. College of Engineering & Textile Technology,Textile Technology,Home State,SC,30826,32869
Round 2,Jadavpur University,Chemical Engineering,Home State,OBC - A,3872,5130
Round 2,Govt. College of Engineering & Textile Technology,Textile Technology,Home State,ST,87108,87108
Round 2,Govt. College of Engineering & Textile Technology,Apparel & Production Management,Home State,OBC - A,31469,42811
Round 2,Govt. College of Engineering & Textile Technology,Apparel & Production Management,Home State,OBC - B,27565,28872
Round 2,Govt. College of Engineering & Textile Technology,Apparel & Production Management,Home State,EWS,66775,108056
Round 2,Govt. College of Engineering & Textile Technology,Apparel & Production Management,Home State,Open,21648,27311
Round 2,Govt. College of Engineering & Textile Technology,Apparel & Production Management,Home State,SC,35663,39883
Round 2,Govt. College of Engineering & Textile Technology,Apparel & Production Management,Home State,Tuition Fee Waiver,21860,23760
Round 2,Institute of Pharmacy,B.Pharm/Pharmaceutical Technology,Home State,OBC - A,6319,6756
Round 2,Institute of Pharmacy,B.Pharm/Pharmaceutical Technology,Home State,OBC - B,4779,4860
Round 2,Institute of Pharmacy,B.Pharm/Pharmaceutical Technology,Home State,EWS,8956,11224
Round 2,Institute of Pharmacy,B.Pharm/Pharmaceutical Technology,Home State,Open,2641,4707
Round 2,Institute of Pharmacy,B.Pharm/Pharmaceutical Technology,Home State,Open (PwD),35367,35367
Round 2,Institute of Pharmacy,B.Pharm/Pharmaceutical Technology,Home State,SC,10491,12423
Round 2,Jalpaiguri Goverment Engineering College,Civil Engineering,Home State,OBC - A,15122,21071
Round 2,Jalpaiguri Goverment Engineering College,Civil Engineering,Home State,OBC - B,7021,8158
Round 2,Jalpaiguri Goverment Engineering College,Civil Engineering,Home State,EWS,9304,16090
Round 2,Jalpaiguri Goverment Engineering College,Civil Engineering,Home State,Open,5242,6491
Round 2,Jalpaiguri Goverment Engineering College,Civil Engineering,Home State,SC,14910,16498
Round 2,Jalpaiguri Goverment Engineering College,Civil Engineering,Home State,Tuition Fee Waiver,6286,6286
Round 2,Jalpaiguri Goverment Engineering College,Electrical Engineering,Home State,OBC - A,12105,13333
Round 2,Jalpaiguri Goverment Engineering College,Electrical Engineering,Home State,OBC - B,3823,3923
Round 2,Jalpaiguri Goverment Engineering College,Electrical Engineering,Home State,EWS,6114,7279
Round 2,Jalpaiguri Goverment Engineering College,Electrical Engineering,Home State,Open,3261,3721
Round 2,Jalpaiguri Goverment Engineering College,Electrical Engineering,Home State,SC,11604,12799
Round 2,Jalpaiguri Goverment Engineering College,Electrical Engineering,Home State,ST,49293,50477
Round 2,Jalpaiguri Goverment Engineering College,Electrical Engineering,Home State,Tuition Fee Waiver,3099,3345
Round 2,Jalpaiguri Goverment Engineering College,Information Technology,Home State,OBC - A,6090,7817
Round 2,Jalpaiguri Goverment Engineering College,Information Technology,Home State,OBC - B,3034,3194
Round 2,Jalpaiguri Goverment Engineering College,Information Technology,Home State,EWS,3978,5313
Round 2,Jalpaiguri Goverment Engineering College,Information Technology,Home State,Open,2346,2798
Round 2,Jalpaiguri Goverment Engineering College,Information Technology,Home State,Open (PwD),48594,48594
Round 2,Jalpaiguri Goverment Engineering College,Information Technology,Home State,SC,8634,10272
Round 2,Jalpaiguri Goverment Engineering College,Information Technology,Home State,ST,42179,42179
Round 2,Jalpaiguri Goverment Engineering College,Information Technology,Home State,Tuition Fee Waiver,2259,2433
Round 2,Jalpaiguri Goverment Engineering College,Mechanical Engineering,Home State,OBC - A,14145,19570
Round 2,Jalpaiguri Goverment Engineering College,Mechanical Engineering,Home State,OBC - B,5270,5839
Round 2,Jalpaiguri Goverment Engineering College,Mechanical Engineering,Home State,EWS,7508,9867
Round 2,Jalpaiguri Goverment Engineering College,Mechanical Engineering,Home State,Open,4458,5007
Round 2,Jalpaiguri Goverment Engineering College,Mechanical Engineering,Home State,SC,13211,15345
Round 2,Jalpaiguri Goverment Engineering College,Mechanical Engineering,Home State,ST,58637,59299
Round 2,Jalpaiguri Goverment Engineering College,Mechanical Engineering,Home State,Tuition Fee Waiver,4677,4677
Round 2,Jalpaiguri Goverment Engineering College,Computer Science & Engineering,Home State,OBC - A,4515,5546
Round 2,Jalpaiguri Goverment Engineering College,Computer Science & Engineering,Home State,OBC - B,2412,2604
Round 2,Jalpaiguri Goverment Engineering College,Computer Science & Engineering,Home State,OBC - B (PwD),101581,101581
Round 2,Jalpaiguri Goverment Engineering College,Computer Science & Engineering,Home State,EWS,3113,3770
Round 2,Jalpaiguri Goverment Engineering College,Computer Science & Engineering,Home State,Open,433,2207
Round 2,Jalpaiguri Goverment Engineering College,Computer Science & Engineering,Home State,SC,7016,8267
Round 2,Jalpaiguri Goverment Engineering College,Computer Science & Engineering,Home State,ST,31935,34012
Round 2,Jalpaiguri Goverment Engineering College,Electronics & Communication Engineering,Home State,OBC - A,9287,11483
Round 2,Jalpaiguri Goverment Engineering College,Electronics & Communication Engineering,Home State,OBC - B,3348,3794
Round 2,Jalpaiguri Goverment Engineering College,Electronics & Communication Engineering,Home State,EWS,4807,5873
Round 2,Jalpaiguri Goverment Engineering College,Electronics & Communication Engineering,Home State,Open,2285,3074
Round 2,Jalpaiguri Goverment Engineering College,Electronics & Communication Engineering,Home State,Open (PwD),60620,60620
Round 2,Jalpaiguri Goverment Engineering College,Electronics & Communication Engineering,Home State,SC,10078,11537
Round 2,Jalpaiguri Goverment Engineering College,Electronics & Communication Engineering,Home State,ST,47127,48674
Round 2,Jalpaiguri Goverment Engineering College,Electronics & Communication Engineering,Home State,Tuition Fee Waiver,2470,2483
Round 2,Kalyani Goverment Engineering College,Electrical Engineering,Home State,OBC - A,9997,12052
Round 2,Kalyani Goverment Engineering College,Electrical Engineering,Home State,OBC - B,3659,3829
Round 2,Kalyani Goverment Engineering College,Electrical Engineering,Home State,EWS,4920,6011
Round 2,Kalyani Goverment Engineering College,Electrical Engineering,Home State,Open,2981,3199
Round 2,Kalyani Goverment Engineering College,Electrical Engineering,Home State,Open (PwD),107630,107630
Round 2,Kalyani Goverment Engineering College,Electrical Engineering,Home State,SC,11131,12669
Round 2,Kalyani Goverment Engineering College,Electrical Engineering,Home State,ST,43589,46215
Round 2,Kalyani Goverment Engineering College,Electrical Engineering,Home State,Tuition Fee Waiver,2730,2730
Round 2,Kalyani Goverment Engineering College,Information Technology,Home State,OBC - A,7938,9133
Round 2,Kalyani Goverment Engineering College,Information Technology,Home State,OBC - A (PwD),109473,109473
Round 2,Kalyani Goverment Engineering College,Information Technology,Home State,OBC - B,2466,2478
Round 2,Kalyani Goverment Engineering College,Information Technology,Home State,OBC - B (PwD),98738,98738
Round 2,Kalyani Goverment Engineering College,Information Technology,Home State,EWS,3423,4074
Round 2,Kalyani Goverment Engineering College,Information Technology,Home State,Open,1949,2257
Round 2,Kalyani Goverment Engineering College,Information Technology,Home State,Open (PwD),48544,48544
Round 2,Kalyani Goverment Engineering College,Information Technology,Home State,SC,8317,10079
Round 2,Kalyani Goverment Engineering College,Information Technology,Home State,ST,42074,42821
Round 2,Kalyani Goverment Engineering College,Information Technology,Home State,Tuition Fee Waiver,1973,1973
Round 2,Kalyani Goverment Engineering College,Mechanical Engineering,Home State,OBC - A,13670,17670
Round 2,Kalyani Goverment Engineering College,Mechanical Engineering,Home State,OBC - B,4700,4948
Round 2,Kalyani Goverment Engineering College,Mechanical Engineering,Home State,EWS,7107,11769
Round 2,Kalyani Goverment Engineering College,Mechanical Engineering,Home State,Open,3928,4039
Round 2,Kalyani Goverment Engineering College,Mechanical Engineering,Home State,SC,12542,13911
Round 2,Kalyani Goverment Engineering College,Mechanical Engineering,Home State,ST,48487,54678
Round 2,Kalyani Goverment Engineering College,Mechanical Engineering,Home State,Tuition Fee Waiver,3841,3841
Round 2,Kalyani Goverment Engineering College,Computer Science & Engineering,Home State,OBC - A,5461,7311
Round 2,Kalyani Goverment Engineering College,Computer Science & Engineering,Home State,OBC - A (PwD),65240,65240
Round 2,Kalyani Goverment Engineering College,Computer Science & Engineering,Home State,OBC - B,1784,2081
Round 2,Kalyani Goverment Engineering College,Computer Science & Engineering,Home State,EWS,2358,3320
Round 2,Kalyani Goverment Engineering College,Computer Science & Engineering,Home State,Open,1280,1611
Round 2,Kalyani Goverment Engineering College,Computer Science & Engineering,Home State,Open (PwD),36003,36003
Round 2,Kalyani Goverment Engineering College,Computer Science & Engineering,Home State,SC,6038,7481
Round 2,Kalyani Goverment Engineering College,Computer Science & Engineering,Home State,ST,26360,30340
Round 2,Kalyani Goverment Engineering College,Electronics & Communication Engineering,Home State,OBC - A,8288,10885
Round 2,Kalyani Goverment Engineering College,Electronics & Communication Engineering,Home State,OBC - B,2743,3090
Round 2,Kalyani Goverment Engineering College,Electronics & Communication Engineering,Home State,EWS,3769,4782
Round 2,Kalyani Goverment Engineering College,Electronics & Communication Engineering,Home State,Open,2238,2687
Round 2,Kalyani Goverment Engineering College,Electronics & Communication Engineering,Home State,Open (PwD),50286,54693
Round 2,Kalyani Goverment Engineering College,Electronics & Communication Engineering,Home State,SC,9356,11307
Round 2,Kalyani Goverment Engineering College,Electronics & Communication Engineering,Home State,Tuition Fee Waiver,1980,1980
Round 2,Ramkrishna Mahato Government Engineering College,Civil Engineering,Home State,OBC - A,35206,40260
Round 2,Ramkrishna Mahato Government Engineering College,Civil Engineering,Home State,OBC - B,23064,23665
Round 2,Ramkrishna Mahato Government Engineering College,Civil Engineering,Home State,EWS,37347,57984
Round 2,Ramkrishna Mahato Government Engineering College,Civil Engineering,Home State,Open,18259,20728
Round 2,Ramkrishna Mahato Government Engineering College,Civil Engineering,Home State,SC,30489,32719
Round 2,Ramkrishna Mahato Government Engineering College,Civil Engineering,Home State,ST,76029,97869
Round 2,Ramkrishna Mahato Government Engineering College,Civil Engineering,Home State,Tuition Fee Waiver,17772,17898
Round 2,Ramkrishna Mahato Government Engineering College,Electrical Engineering,Home State,OBC - A,26898,32739
Round 2,Ramkrishna Mahato Government Engineering College,Electrical Engineering,Home State,OBC - B,12562,13597
Round 2,Ramkrishna Mahato Government Engineering College,Electrical Engineering,Home State,EWS,24877,46775
Round 2,Ramkrishna Mahato Government Engineering College,Electrical Engineering,Home State,Open,10972,12234
Round 2,Ramkrishna Mahato Government Engineering College,Electrical Engineering,Home State,SC,21981,24870
Round 2,Ramkrishna Mahato Government Engineering College,Electrical Engineering,Home State,ST,68732,88950
Round 2,Ramkrishna Mahato Government Engineering College,Electrical Engineering,Home State,Tuition Fee Waiver,9933,9933
Round 2,Ramkrishna Mahato Government Engineering College,Mechanical Engineering,Home State,OBC - A,29430,37739
Round 2,Ramkrishna Mahato Government Engineering College,Mechanical Engineering,Home State,OBC - B,17755,17897
Round 2,Ramkrishna Mahato Government Engineering College,Mechanical Engineering,Home State,EWS,44493,63352
Round 2,Ramkrishna Mahato Government Engineering College,Mechanical Engineering,Home State,Open,14292,17271
Round 2,Ramkrishna Mahato Government Engineering College,Mechanical Engineering,Home State,SC,27997,30648
Round 2,Ramkrishna Mahato Government Engineering College,Mechanical Engineering,Home State,Tuition Fee Waiver,12729,12729
Round 2,Ramkrishna Mahato Government Engineering College,Computer Science & Engineering,Home State,OBC - A,17102,20958
Round 2,Ramkrishna Mahato Government Engineering College,Computer Science & Engineering,Home State,OBC - B,7453,9188
Round 2,Ramkrishna Mahato Government Engineering College,Computer Science & Engineering,Home State,EWS,11017,13344
Round 2,Ramkrishna Mahato Government Engineering College,Computer Science & Engineering,Home State,Open,5961,6980
Round 2,Ramkrishna Mahato Government Engineering College,Computer Science & Engineering,Home State,SC,15858,17161
Round 2,Ramkrishna Mahato Government Engineering College,Computer Science & Engineering,Home State,ST,57192,58807
Round 2,Ramkrishna Mahato Government Engineering College,Electronics & Communication Engineering,Home State,OBC - A,25055,26863
Round 2,Ramkrishna Mahato Government Engineering College,Electronics & Communication Engineering,Home State,OBC - B,9551,10245
Round 2,Ramkrishna Mahato Government Engineering College,Electronics & Communication Engineering,Home State,EWS,14999,24625
Round 2,Jadavpur University,Chemical Engineering,Home State,OBC - B,1367,1553
Round 2,Ramkrishna Mahato Government Engineering College,Electronics & Communication Engineering,Home State,Open,7558,9531
Round 2,Ramkrishna Mahato Government Engineering College,Electronics & Communication Engineering,Home State,SC,20661,22209
Round 2,Ramkrishna Mahato Government Engineering College,Electronics & Communication Engineering,Home State,ST,68098,81747
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Electrical Engineering,All India,Open,111473,116205
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Electrical Engineering,All India,Open,11602,14228
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Electrical Engineering,Home State,OBC - A,25823,28892
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Electrical Engineering,Home State,OBC - B,14954,16104
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Electrical Engineering,Home State,EWS,29639,49132
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Electrical Engineering,Home State,SC,25969,29519
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Electrical Engineering,Home State,ST,106626,110521
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Mechanical Engineering,All India,Open,97001,131608
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Mechanical Engineering,All India,Open,15045,18223
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Mechanical Engineering,Home State,OBC - A,35623,37985
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Mechanical Engineering,Home State,OBC - B,20108,21651
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Mechanical Engineering,Home State,EWS,42681,62428
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Mechanical Engineering,Home State,SC,31727,32570
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Mechanical Engineering,Home State,ST,98510,109728
Round 2,Jadavpur University,Chemical Engineering,Home State,EWS,1551,1551
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Food Technology,All India,Open,111683,133504
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Food Technology,All India,Open,18274,22298
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Food Technology,Home State,OBC - A,35071,37567
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Food Technology,Home State,OBC - B,24315,24520
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Food Technology,Home State,EWS,45994,69566
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Food Technology,Home State,Open (PwD),105564,105564
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Food Technology,Home State,SC,26642,34523
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Food Technology,Home State,ST,65592,82090
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Civil And Environmental Engineering,All India,Open,144961,152623
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Civil And Environmental Engineering,All India,Open,18748,22129
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Civil And Environmental Engineering,Home State,OBC - A,35895,41002
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Civil And Environmental Engineering,Home State,OBC - B,25345,25345
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Civil And Environmental Engineering,Home State,EWS,56253,72278
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Civil And Environmental Engineering,Home State,SC,33390,34835
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning),All India,Open,60110,69989
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning),All India,Open,6325,8562
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning),Home State,OBC - A,21009,23151
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning),Home State,OBC - B,9468,10357
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning),Home State,EWS,19831,23241
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning),Home State,SC,19949,20957
Round 2,Ghani Khan Choudhury Institute of Engineering & Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,9149,9149
Round 2,Abacus Institute of Engineering & Management,Civil Engineering,All India,Open,282971,928939
Round 2,Abacus Institute of Engineering & Management,Civil Engineering,All India,Open,98643,107549
Round 2,Abacus Institute of Engineering & Management,Electrical Engineering,All India,Open,479885,479885
Round 2,Abacus Institute of Engineering & Management,Mechanical Engineering,All India,Open,883721,883721
Round 2,Abacus Institute of Engineering & Management,Computer Science & Engineering,All India,Open,219187,740352
Round 2,Abacus Institute of Engineering & Management,Computer Science & Engineering,All India,Open,48120,108089
Round 2,Abacus Institute of Engineering & Management,Computer Science & Engineering,Home State,OBC - B,65837,65837
Round 2,Abacus Institute of Engineering & Management,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,24892,24892
Round 2,Abacus Institute of Engineering & Management,Electronics & Communication Engineering,All India,Open,614061,781060
Round 2,Academy of Technology,Electrical & Electronics Engineering,All India,Open,309060,535550
Round 2,Academy of Technology,Electrical & Electronics Engineering,All India,Open,60162,110814
Round 2,Academy of Technology,Electrical & Electronics Engineering,Home State,Tuition Fee Waiver,17063,19193
Round 2,Academy of Technology,Electrical Engineering,All India,Open,270287,508097
Round 2,Academy of Technology,Electrical Engineering,All India,Open,59132,102621
Round 2,Academy of Technology,Electrical Engineering,Home State,Tuition Fee Waiver,22917,22917
Round 2,Academy of Technology,Mechanical Engineering,All India,Open,534875,996426
Round 2,Academy of Technology,Computer Science & Engineering,All India,Open,8272,20187
Round 2,Academy of Technology,Computer Science & Engineering,Home State,EWS,77151,91443
Round 2,Academy of Technology,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,7694,7694
Round 2,Academy of Technology,Electronics & Communication Engineering,All India,Open,28365,43545
Round 2,Academy of Technology,Electronics & Communication Engineering,Home State,Tuition Fee Waiver,13059,13430
Round 2,Academy of Technology,Computer Science And Business System,All India,Open,26184,34331
Round 2,Academy of Technology,Computer Science And Business System ,Home State,Tuition Fee Waiver,13220,13220
Round 2,Asansol Engineering College,Civil Engineering,All India,Open,589711,589711
Round 2,Asansol Engineering College,Civil Engineering,All India,Open,93833,93833
Round 2,Asansol Engineering College,Information Technology,All India,Open,306016,516793
Round 2,Asansol Engineering College,Information Technology,All India,Open,34159,110141
Round 2,Asansol Engineering College,Computer Science & Engineering,All India,Open,220942,329900
Round 2,Asansol Engineering College,Computer Science & Engineering,All India,Open,24130,79000
Round 2,Asansol Engineering College,Computer Science & Engineering,Home State,SC,81823,93170
Round 2,Asansol Engineering College,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,7321,7321
Round 2,Asansol Engineering College,Electronics & Communication Engineering,All India,Open,459734,999205
Round 2,Asansol Engineering College,Electronics & Communication Engineering,Home State,Tuition Fee Waiver,30287,30287
Round 2,Asansol Engineering College,Computer Science & Technology,All India,Open,564166,634681
Round 2,Asansol Engineering College,Computer Science & Technology,All India,Open,67506,106865
Round 2,Asansol Engineering College,ELECTRONICS & COMPUTER SCIENCE,All India,Open,927544,1163118
Round 2,Asansol Engineering College,ELECTRONICS & COMPUTER SCIENCE - TFW,Home State,Tuition Fee Waiver,29938,29938
Round 2,Asansol Engineering College,Computer Science & Engineering (Artificial Intelligence And Machine Learning),All India,Open,257253,371703
Round 2,Asansol Engineering College,Computer Science & Engineering (Artificial Intelligence And Machine Learning),All India,Open,47956,100521
Round 2,Asansol Engineering College,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,18761,18761
Round 2,Asansol Engineering College,Computer Science And Business System,All India,Open,594756,1059620
Round 2,Asansol Engineering College,Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology),All India,Open,307752,468253
Round 2,Asansol Engineering College,Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology),All India,Open,85295,106195
Round 2,B.P. Poddar Institute of Management & Technology,Electrical Engineering,All India,Open,791809,791809
Round 2,B.P. Poddar Institute of Management & Technology,Electrical Engineering,All India,Open,70109,106320
Round 2,B.P. Poddar Institute of Management & Technology,Information Technology,All India,Open,251400,430984
Round 2,B.P. Poddar Institute of Management & Technology,Information Technology,All India,Open,39335,68218
Round 2,B.P. Poddar Institute of Management & Technology,Information Technology,Home State,Tuition Fee Waiver,14162,15969
Round 2,B.P. Poddar Institute of Management & Technology,Computer Science & Engineering,All India,Open,164499,216545
Round 2,B.P. Poddar Institute of Management & Technology,Computer Science & Engineering,All India,Open,21521,38872
Round 2,B.P. Poddar Institute of Management & Technology,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,8535,13619
Round 2,B.P. Poddar Institute of Management & Technology,Electronics & Communication Engineering,All India,Open,369815,565971
Round 2,B.P. Poddar Institute of Management & Technology,Electronics & Communication Engineering,All India,Open,65295,109776
Round 2,B.P. Poddar Institute of Management & Technology,Electronics & Communication Engineering,Home State,Tuition Fee Waiver,18595,18595
Round 2,Bankura Unnayani Institute of Engineering,Information Technology,All India,Open,551027,758793
Round 2,Bankura Unnayani Institute of Engineering,Information Technology,All India,Open,91238,91920
Round 2,Bankura Unnayani Institute of Engineering,Information Technology,Home State,Tuition Fee Waiver,34143,34143
Round 2,Bankura Unnayani Institute of Engineering,Computer Science & Engineering,All India,Open,293557,640410
Round 2,Bankura Unnayani Institute of Engineering,Computer Science & Engineering,All India,Open,35639,110650
Round 2,Bankura Unnayani Institute of Engineering,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,26873,28097
Round 2,Bengal College of Engineering & Technology,Information Technology,All India,Open,848927,848927
Round 2,Bengal College of Engineering & Technology,Information Technology,Home State,Tuition Fee Waiver,31733,40300
Round 2,Bengal College of Engineering & Technology,Computer Science & Engineering,All India,Open,303825,1060839
Round 2,Bengal College of Engineering & Technology,Computer Science & Engineering,All India,Open,92283,111093
Round 2,Bengal College of Engineering & Technology,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,24717,26311
Round 2,Bengal College of Engineering & Technology,Electronics & Communication Engineering,All India,Open,1048414,1048414
Round 2,Bengal College of Engineering & Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning),All India,Open,265011,291923
Round 2,Bengal College of Engineering & Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning),All India,Open,56565,103706
Round 2,Bengal College of Engineering & Technology,Computer Science & Engineering (Data Science),All India,Open,248573,622354
Round 2,Bengal College of Engineering & Technology,Computer Science & Engineering (Data Science) ,Home State,Tuition Fee Waiver,32508,32508
Round 2,Bengal Institute of Technology,Information Technology,Home State,Tuition Fee Waiver,28377,29442
Round 2,Bengal Institute of Technology,Computer Science & Engineering,All India,Open,422290,1307300
Round 2,Bengal Institute of Technology,Computer Science & Engineering,All India,Open,107831,107831
Round 2,Bengal Institute of Technology,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,25614,28156
Round 2,Bengal Institute of Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning),All India,Open,472272,740552
Round 2,Bengal Institute of Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning),All India,Open,94926,94926
Round 2,Bengal Institute of Technology,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,30620,31947
Round 2,Budge Budge Institute of Technology,Electrical Engineering,Home State,Tuition Fee Waiver,34451,41896
Round 2,Budge Budge Institute of Technology,Information Technology,Home State,Tuition Fee Waiver,36406,38120
Round 2,Budge Budge Institute of Technology,Mechanical Engineering,Home State,Tuition Fee Waiver,44388,44388
Round 2,Budge Budge Institute of Technology,Computer Science & Engineering,All India,Open,613454,944997
Round 2,Budge Budge Institute of Technology,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,29775,35893
Round 2,Budge Budge Institute of Technology,Electronics & Communication Engineering,Home State,Tuition Fee Waiver,43322,45105
Round 2,Budge Budge Institute of Technology,Computer Science & Engineering (Cyber Security),Home State,Tuition Fee Waiver,41552,41552
Round 2,Budge Budge Institute of Technology,Computer Science & Engineering (Artificial Intelligence),All India,Open,679612,936297
Round 2,Budge Budge Institute of Technology,Computer Science & Engineering (Artificial Intelligence) ,Home State,Tuition Fee Waiver,38527,40505
Round 2,Calcutta Institute of Engineering & Management,Electrical Engineering,All India,Open,695503,695503
Round 2,Calcutta Institute of Engineering & Management,Information Technology,All India,Open,266827,703446
Round 2,Calcutta Institute of Engineering & Management,Information Technology,All India,Open,5713,102182
Round 2,Calcutta Institute of Engineering & Management,Computer Science & Engineering,All India,Open,106706,204008
Round 2,Calcutta Institute of Engineering & Management,Computer Science & Engineering,All India,Open,21064,73499
Round 2,Calcutta Institute of Engineering & Management,Electronics & Communication Engineering,All India,Open,347099,806034
Round 2,Calcutta Institute of Technology,Chemical Engineering,All India,Open,391550,1160810
Round 2,Calcutta Institute of Technology,Computer Science & Engineering,All India,Open,280900,568848
Round 2,Calcutta Institute of Technology,Computer Science & Engineering,All India,Open,61482,109336
Round 2,Calcutta Institute of Technology,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,26197,26197
Round 2,College of Engineering and Management,Electrical Engineering,Home State,Tuition Fee Waiver,44074,44074
Round 2,College of Engineering and Management,Information Technology,Home State,Tuition Fee Waiver,31023,31023
Round 2,College of Engineering and Management,Mechanical Engineering,Home State,Tuition Fee Waiver,35730,35730
Round 2,College of Engineering and Management,Computer Science & Engineering,All India,Open,667378,1402516
Round 2,College of Engineering and Management,Computer Science & Engineering - TFW,Home State,Tuition Fee Waiver,16354,26055
Round 2,College of Engineering and Management,Electronics & Communication Engineering,Home State,Tuition Fee Waiver,35685,35685
Round 2,College of Engineering and Management,Computer Science & Engineering (Artificial Intelligence And Machine Learning),All India,Open,980901,1020368
Round 2,College of Engineering and Management,Computer Science & Engineering (Artificial Intelligence And Machine Learning) ,Home State,Tuition Fee Waiver,33677,35799
Round 2,Dr. B. C. Roy Engineering College,Civil Engineering,All India,Open,937688,937688
Round 2,Dr. B. C. Roy Engineering College,Computer Science And Design,All India,Open,507231,1267425
Round 2,Dr. B. C. Roy Engineering College,Computer Science And Design - TFW,Home State,Tuition Fee Waiver,28202,34169
Round 2,Dr. B. C. Roy Engineering College,Information Technology,All India,Open,392027,553881
Round 2,Dr. B. C. Roy Engineering College,Information Technology,All India,Open,54520,99465
